entry_id,is_relevant,feas_pa,feas_ka,feas_cr,feas_sr
37,No,,,,
45,Yes,4,2,5,1
52,No,,,,
60,Yes,2,1,1,3
67,No,,,,
75,Yes,1,1,1,1
82,Yes,1,1,1,1
90,Yes,3,2,4,2
97,Yes,5,4,2,1
105,No,,,,
112,Yes,1,1,1,1
120,Yes,1,1,1,1
127,Yes,4,3,2,1
135,Yes,1,1,1,1
142,No,,,,
150,No,,,,
157,Yes,4,2,2,3
165,Yes,1,1,2,2
172,Yes,4,2,4,1
180,No,,,,
187,Yes,1,1,1,2
195,No,,,,
202,Yes,1,1,1,2
210,No,,,,
217,Yes,1,1,5,1
225,No,,,,
232,No,,,,
240,No,,,,
247,No,,,,
255,No,,,,
262,No,,,,
270,No,,,,
277,Yes,2,1,3,2
285,No,,,,
292,No,,,,
300,Yes,2,3,3,1
307,Yes,3,2,4,1
315,No,,,,
322,No,,,,
330,No,,,,
337,No,,,,
345,Yes,1,1,1,1
352,No,,,,
360,Yes,3,1,2,1
367,No,,,,
375,No,,,,
382,No,,,,
390,No,,,,
397,No,,,,
405,No,,,,
412,No,,,,
420,Yes,3,2,1,1
427,No,,,,
435,No,,,,
442,No,5,4,5,1
450,No,,,,
457,Yes,2,1,5,1
465,No,,,,
472,Yes,1,1,1,1
480,Yes,4,4,1,1
487,No,,,,
495,Yes,1,1,1,1
502,No,,,,
510,Yes,5,5,2,1
517,Yes,4,3,2,1
525,Yes,3,,,
532,No,,,,
540,Yes,2,1,2,1
547,No,,,,
555,No,,,,
562,Yes,4,3,3,1
570,Yes,1,1,1,1
577,Yes,1,1,1,1
585,Yes,2,2,2,3
592,Yes,3,2,1,1
600,Yes,4,3,2,1
607,Yes,3,2,3,1
615,No,,,,
622,Yes,3,2,3,1
630,Yes,3,2,2,1
637,No,,,,
645,Yes,3,3,4,1
652,Yes,1,1,3,1
660,Yes,2,2,1,1
667,No,,,,
675,Yes,3,2,3,1
682,No,,,,
690,Yes,3,3,2,1
697,Yes,5,5,3,1
705,No,,,,
712,No,,,,
720,Yes,1,1,1,1
727,No,,,,
735,Yes,4,3,4,1
742,No,,,,
750,No,,,,
757,No,,,,
765,No,,,,
772,No,,,,
780,No,,,,
787,No,,,,
795,Yes,1,1,1,1
802,No,,,,
810,Yes,1,1,1,1
817,Yes,3,4,2,1
825,Yes,1,1,1,1
832,No,,,,
840,Yes,4,3,3,1
847,No,,,,
855,Yes,1,1,1,1
862,No,,,,
870,No,,,,
877,Yes,1,1,1,1
885,No,,,,
892,No,,,,
900,Yes,5,5,3,1
907,Yes,1,1,1,1
915,Yes,3,2,2,1
922,Yes,4,3,3,1
930,No,,,,
937,No,,,,
945,No,,,,
952,No,,,,
960,No,,,,
967,Yes,3,3,4,1
975,No,,,,
982,No,,,,
990,Yes,3,4,2,2
997,Yes,1,1,1,1
1005,No,,,,
1012,No,,,,
1020,Yes,4,3,2,1
1027,Yes,2,2,3,1
1035,Yes,1,1,1,1
1042,Yes,4,4,3,1
1050,No,,,,
1057,Yes,1,1,1,1
1065,No,,,,
1072,No,,,,
1080,No,,,,
1087,No,,,,
1095,Yes,1,1,1,2
1102,No,,,,
1110,No,,,,
1117,No,,,,
1125,No,,,,
1132,No,,,,
1140,No,,,,
1147,No,,,,
1155,No,,,,
1162,Yes,1,1,1,1
1170,Yes,1,1,1,1
1177,No,,,,
