entry_id,is_relevant,feas_pa,feas_ka,feas_cr,feas_sr
1144,No,,,,
1149,No,,,,
1154,Yes,2,1,1,1
1159,Yes,1,1,1,1
1164,Yes,1,1,3,1
1169,Yes,1,1,1,1
1174,No,,,,
1179,Yes,1,1,1,1
5,Yes,1,1,1,1
12,No,,,,
20,Yes,5,1,1,1
27,No,,,,
35,No,,,,
42,No,,,,
50,No,,,,
57,No,,,,
65,No,,,,
72,No,,,,
80,Yes,1,1,1,1
87,No,,,,
95,Yes,1,1,1,1
102,Yes,1,1,1,1
110,Yes,1,1,1,1
117,No,,,,
125,No,,,,
132,Yes,1,1,1,1
140,Yes,1,1,1,1
147,No,,,,
155,No,,,,
162,Yes,1,1,5,1
170,Yes,1,5,1,1
177,Yes,1,1,1,1
185,No,,,,
192,Yes,5,1,1,1
200,No,,,,
207,Yes,4,4,1,1
215,No,,,,
222,No,,,,
230,Yes,4,5,1,1
237,No,,,,
245,No,,,,
252,No,,,,
260,No,,,,
267,No,,,,
275,Yes,1,1,1,1
282,No,,,,
290,No,,,,
297,No,,,,
305,Yes,1,1,1,1
312,No,,,,
320,No,,,,
327,Yes,1,1,1,1
335,No,,,,
342,No,,,,
350,Yes,1,1,1,1
357,No,,,,
365,No,,,,
372,No,,,,
380,No,,,,
387,Yes,4,1,3,1
395,No,,,,
402,Yes,4,1,1,1
410,Yes,4,3,1,1
417,Yes,4,1,1,1
425,Yes,2,1,1,1
432,Yes,4,1,1,1
440,No,,,,
447,No,,,,
455,Yes,1,1,1,1
462,No,,,,
470,No,,,,
477,No,,,,
485,No,,,,
492,Yes,3,1,1,1
500,No,,,,
507,No,,,,
515,No,,,,
522,Yes,1,1,1,1
530,Yes,4,1,1,1
537,Yes,1,1,1,1
545,No,,,,
552,Yes,4,1,1,1
560,Yes,1,1,1,1
567,No,,,,
575,Yes,1,1,1,1
582,No,,,,
590,Yes,1,1,1,1
597,Yes,1,1,1,1
605,No,,,,
612,Yes,1,1,1,1
620,No,,,,
627,Yes,4,1,1,1
635,Yes,5,1,1,1
642,No,,,,
650,No,,,,
657,No,,,,
665,No,,,,
672,Yes,1,1,1,1
680,Yes,1,1,1,1
687,Yes,1,1,5,1
695,No,,,,
702,No,,,,
710,Yes,1,1,1,1
717,No,,,,
725,No,,,,
732,No,,,,
740,No,,,,
747,Yes,,,,
755,No,,,,
762,Yes,1,1,1,1
770,No,,,,
777,Yes,3,1,1,1
785,No,,,,
792,No,,,,
800,No,,,,
807,Yes,1,1,3,1
815,Yes,1,1,1,1
822,Yes,5,1,1,1
830,No,,,,
837,Yes,3,3,1,1
845,No,,,,
852,Yes,1,1,1,1
860,Yes,1,1,1,1
867,Yes,1,3,3,1
875,No,,,,
882,Yes,1,1,1,1
890,Yes,1,1,1,1
897,Yes,5,1,1,1
905,No,,,,
912,No,,,,
920,No,,,,
927,Yes,3,1,3,1
935,Yes,1,1,1,1
942,Yes,1,1,1,3
950,Yes,1,1,1,3
957,No,,,,
965,Yes,1,1,3,1
972,No,,,,
980,Yes,1,1,1,1
987,Yes,1,1,1,1
995,No,,,,
1002,Yes,1,1,1,1
1010,No,,,,
1017,Yes,3,1,1,1
1025,Yes,1,1,5,1
1032,Yes,1,1,1,1
1040,Yes,2,1,2,1
1047,No,,,,
1055,Yes,1,1,5,1
1062,Yes,1,1,2,1
1070,Yes,1,1,1,1
1077,Yes,1,1,1,1
1085,No,,,,
1092,Yes,3,1,2,1
1100,No,,,,
1107,Yes,4,1,1,1
1115,Yes,1,1,2,1
1122,No,,,,
1130,Yes,1,1,1,1
1137,No,,,,
1145,Yes,4,1,1,1
1152,Yes,1,1,1,1
1160,Yes,1,1,1,1
1167,Yes,3,1,1,1
1175,No,,,,
